MLS,Community,Address,St,List Price,Sold Price,Tot Flr Area AG Metres,Style,Rooms Above Grade,Beds Total,Baths Full,Baths Half,Ensuite YN,Yr Built,Front Exposure,Frontage Metres,Num Finished FP,Basement Development,Enclosed Parking,Parking,Occupancy,Possession Notes,DOM,Condo Name,Construction Type,Flooring,Tot Flr Area A.G. (SF),Realtor
C4254254,Arbour Lake, 210  ARBOUR STONE PL NW,A,"$390,000 ",,152.361,4 Lvl Split,6,4,2,0,No,2001,West,10.1,,Partly Finished,2,Double Garage Detached,Tenant,Negotiable,28,,Wood Frame,"Carpet, Laminate Flooring, Linoleum","1,640",Hong Wang
C4253335,Acadia, 9804  ATHENS RD SE,A,"$390,000 ",,105.817,Bungalow,6,5,2,1,Yes,1963,South,19.28,1,"Fully Finished, Suite",2,Double Garage Detached,Tenant,Court Set,41,,Wood Frame,"Carpet, Laminate Flooring, Linoleum","1,139",David P Brown
C4256688,Capitol Hill, 1334  18 AV NW,S,"$425,000 ","$390,000 ",109.997,Bungalow,5,2,1,0,No,1947,South,11.58,,Partly Finished,0,Double Garage Detached,Vacant,IMMEDIATE,8,,Wood Frame,"Carpet, Hardwood","1,184",Mark Lukwinski
C4254985,Sandstone Valley, 98  SANDERLING RD NW,S,"$400,000 ","$390,000 ",157.099,2 Storey,8,4,2,1,Yes,1988,South,12.79,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,24,,Wood Frame,"Carpet, Hardwood","1,691",Ken Eddy
C4254148,Seton, 108  SETON TC SE,S,"$399,900 ","$390,000 ",143.071,2 Storey,6,3,2,1,Yes,2019,Northwest,7.72,,Unfinished,,Parking Pad Gravel,New; Never Occupied,Negotiable,34,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,540",Eric Drinkwater
C4252935,Cranston, 90  CRANFORD PA SE,S,"$399,000 ","$390,000 ",157.935,2 Storey,9,3,3,1,Yes,2013,South,7.69,,Unfinished,,Parking Pad Gravel,Vacant,Negotiable,28,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","1,700",Michael Montgomery
C4252830,Acadia, 528  ARLINGTON DR SE,S,"$409,900 ","$390,000 ",103.959,3 Lvl Split,5,3,1,1,Yes,1968,South,15.25,,Fully Finished,2,Double Garage Detached,Seller,NEGOTIABLE,11,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,119",Brad Chapman
C4249163,Silverado, 304  SILVERADO DR SW,S,"$399,000 ","$390,000 ",156.356,2 Storey,6,3,2,1,Yes,2007,East,9.2,,Unfinished,2,"Double Garage Detached, Heated, Over Sized",Seller,90,17,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,683",Jared Chamberlain
C4247941,Rocky Ridge, 106  ROCKY RIDGE PT NW,S,"$405,000 ","$390,000 ",88.072,Bi-Level,4,3,2,1,Yes,1997,South,,,Fully Finished,2,Double Garage Attached,Vacant,Immed/Neg,24,Rocky Ridge Pointe,Wood Frame,"Carpet, Ceramic Tile, Linoleum",948,Karen Lewis
C4245089,Woodbine, 32  WOODMONT DR SW,S,"$449,000 ","$390,000 ",205.966,2 Storey,9,5,3,1,Yes,1980,South,15.99,2,Fully Finished,2,"Double Garage Attached, Insulated, Front Drive Access",Vacant,Negotiable,45,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","2,217",Dan Stante
C4244060,Acadia, 447  ABERDEEN RD SE,S,"$399,900 ","$390,000 ",96.062,Bungalow,6,3,1,0,No,1960,North,15.23,,Partly Finished,1,"Single Carport, Single Garage Detached",Vacant,or Neg,29,,Wood Frame,"Carpet, Hardwood, Linoleum","1,034",Ruth B Butler
C4242001,Bowness, 7331  36 AV NW,S,"$399,900 ","$390,000 ",100.8,Bungalow,6,3,1,1,No,1968,North,15.23,1,Fully Finished,,Front Drive Access,Vacant,,14,,Wood Frame,"Carpet, Laminate Flooring, Linoleum","1,085",Ken Richter
C4241756,Marlborough, 4867  Mardale RD NE,S,"$405,000 ","$390,000 ",104.051,Bungalow,6,5,2,1,No,1973,Southeast,32,,Fully Finished,2,Double Garage Detached,Vacant,,20,,Wood Frame,"Carpet Over Hardwood, Ceramic Tile, Laminate Flooring","1,120",Thanh Vu
C4255159,Taradale, 86  TARACOVE RD NE,A,"$389,990 ",,94.575,Bi-Level,6,5,2,0,No,2004,West,9.79,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,25,,Wood Frame,"Carpet, Linoleum","1,018",Raman Chahal
C4259246,Forest Lawn, 1101  40 ST SE,A,"$389,900 ",,85.006,Bungalow,6,4,2,0,No,1959,East,15.85,1,Fully Finished,4,"Double Garage Detached, Triple Garage Detached, Quad or More Detached, Heated, Over Sized, RV Parking, Shop, Tandem",Vacant,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood",915,Cindy Bauer
C4257189,Penbrooke Meadows, 1044  PENSDALE CR SE,A,"$389,900 ",,99.22,Bungalow,7,5,2,0,No,1970,North,16.5,,Fully Finished,2,Double Garage Detached,Owner,NEGOTIABLE,14,,Wood Frame,"Carpet, Hardwood","1,068",Donna L Gunn
C4257109,New Brighton, 1045  NEW BRIGHTON PA SE,A,"$389,900 ",,145.858,2 Storey,7,3,2,1,Yes,2010,North,7.7,,Unfinished,,Parking Pad Gravel,Owner,Negotiable,17,,Wood Frame,"Carpet, Hardwood","1,570",Craig Hill
C4256968,Mayland Heights, 1832  MATHESON DR NE,A,"$389,900 ",,90.023,Bungalow,6,5,2,0,No,1965,South,15.23,1,Fully Finished,2,Single Garage Detached,Seller,Neogitable,18,,Wood Frame,"Ceramic Tile, Hardwood, Linoleum",969,Lisa D Merrett
C4256364,New Brighton, 180  NEW BRIGHTON GV SE,A,"$389,900 ",,123.561,2 Storey,6,4,3,1,Yes,2012,North,12,,Fully Finished,,Parking Pad Cement or Paved,Owner,Negotiable,23,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,330",Tyree Stephens
C4256294,Hidden Valley, 27  HIDDEN HILLS TC NW,A,"$389,900 ",,125.884,2 Storey,7,3,2,1,Yes,1998,East,8.39,,Fully Finished,,"Parking Pad Gravel, Rear Drive Access",Seller,Negotiable,16,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,355",Ken Tuan Nguyen
C4255778,Citadel, 143  CITADEL MESA CL NW,A,"$389,900 ",,112.041,2 Storey,6,3,2,1,Yes,2003,North,10,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,27,,Wood Frame,"Carpet, Hardwood","1,206",Don Persson
C4255728,Mayland Heights, 1044  MCKINNON DR NE,A,"$389,900 ",,133.966,2 Storey,7,3,2,1,Yes,1981,Southwest,7.31,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,26,,Wood Frame,"Carpet, Laminate Flooring","1,442",Jared Chamberlain
C4255687,Taradale, 66  TARINGTON PL NE,A,"$389,900 ",,126.255,2 Storey,7,4,2,1,No,2003,South,9.1,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,26,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,359",Glenn Evans
C4255651,Legacy, 173  LEGACY CR SE,A,"$389,900 ",,133.687,2 Storey,6,3,2,1,Yes,2013,West,8.53,,Unfinished,2,"Double Garage Detached, Rear Drive Access",Owner,Negotiable,26,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,439",Anni Jansson
C4255513,Tuxedo Park, 115  25 AV NW,A,"$389,900 ",,72.557,Bungalow,6,3,2,0,No,1912,North,10.17,,Fully Finished,,Parking Pad Gravel,Tenant,Negotiable,24,,Wood Frame,"Carpet, Hardwood, Laminate Flooring",781,Heather Hargreaves
C4255250,Martindale, 57  MARTINGROVE PL NE,A,"$389,900 ",,102.472,Bi-Level,6,5,2,0,No,1983,West,13.7,,Fully Finished,,Parking Pad Cement or Paved,Seller,Neg.,30,,Wood Frame,"Carpet, Laminate Flooring","1,103",Behzad Rezaeifar
C4254679,Cranston, 242  CRANFORD CL SE,A,"$389,900 ",,130.157,2 Storey,6,3,2,1,Yes,2012,West,7.71,1,Unfinished,,Parking Pad Gravel,Seller,Negotiable,33,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,401",Michael Scott Kehoe
C4254444,Saddle Ridge, 79  SADDLEMONT WY NE,A,"$389,900 ",,112.97,2 Storey,6,4,2,1,No,2002,East,8.3,,Fully Finished,2,Double Garage Detached,Seller,,35,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,216",Satwinder S Lombsar
C4254186,Rundle, 1712  41 ST NE,A,"$389,900 ",,98.477,Bi-Level,6,5,2,1,Yes,1975,West,15.23,,Fully Finished,2,Double Garage Detached,Seller,negotiable,37,,Wood Frame,"Carpet, Laminate Flooring","1,060",Michael R Laprairie
C4254104,Coventry Hills, 291  COVEWOOD PA NE,A,"$389,900 ",,101.729,Bi-Level,5,3,2,0,No,1997,East,11.59,,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,35,,Wood Frame,"Carpet, Ceramic Tile","1,095",Jack Clarke
C4253753,Evergreen, 140  EVERSYDE CI SW,A,"$389,900 ",,117.058,2 Storey,6,3,1,1,No,2004,North,5.3,1,Partly Finished,2,"Double Garage Detached, Over Sized, Rear Drive Access",Owner,NEGOTIABLE,38,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,260",Ray Blanchette
C4248467,Penbrooke Meadows, 908  PENSDALE CR SE,A,"$389,900 ",,106.002,3 Lvl Split,6,3,2,1,Yes,1970,South,16.15,1,"Fully Finished, Suite",2,"Double Garage Detached, Over Sized, Rear Drive Access",Seller,Negotiable,53,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,141",Ernest Gardy
C4248460,Taradale, 20  TARALAKE PA NE,A,"$389,900 ",,132.387,2 Storey,6,3,2,1,Yes,2006,South,8.49,,Unfinished,2,Double Garage Detached,Seller,,53,,Wood Frame,"Carpet, Hardwood, Linoleum","1,425",Michael R Laprairie
C4248455,Pineridge, 3236  56 ST NE,A,"$389,900 ",,151.432,Bungalow,8,5,3,0,No,1975,East,15.53,,Fully Finished,2,Double Garage Detached,Seller,Neg,53,,Wood Frame,"Carpet, Hardwood, Linoleum","1,630",Haniff Shariff
C4248041,New Brighton, 3037  NEW BRIGHTON GV SE,A,"$389,900 ",,132.573,2 Storey,6,3,2,1,Yes,2013,South,8.6,1,Unfinished,2,"Double Garage Detached, Over Sized",Owner,Negotiable,52,,Wood Frame,Hardwood,"1,427",Kipp M McGonigal
C4245596,Cranston, 203  CRANBERRY CL SE,A,"$389,900 ",,137.775,2 Storey,6,3,2,1,Yes,2006,South,10.66,1,Unfinished,2,Double Garage Detached,Tenant,,54,,Wood Frame,"Carpet, Ceramic Tile","1,483",Tarryn Hamilton
C4243255,Skyview Ranch, 139  SKYVIEW SPRINGS GD NE,A,"$389,900 ",,125.512,2 Storey,6,3,2,1,No,2010,North,8.6,0,Fully Finished,0,"Parking Pad Cement or Paved, Rear Drive Access, RV Parking",Vacant,Negotiable,79,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,351",Peter Appleby
C4240748,Thorncliffe, 6136  4 ST NE,A,"$389,900 ",,91.045,Bungalow,5,5,2,0,No,1970,West,15.2,,"Fully Finished, Suite",2,Double Garage Detached,Tenant,,46,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring",980,Hung V Luu
C4248807,Douglasdale/Glen, 193  DOUGLAS RIDGE CI SE,S,"$394,900 ","$389,900 ",161.187,2 Storey,7,4,2,1,Yes,1998,Northwest,12.14,1,Partly Finished,2,Double Garage Attached,Seller,NEGOTIABLE,20,,Wood Frame,"Carpet, Laminate Flooring","1,735",Arthur Lee
C4242811,Cedarbrae, 10516  Oakmoor WY SW,A,"$389,700 ",,102.193,4 Lvl Split,6,4,2,1,Yes,1973,West,17.05,,Fully Finished,2,Double Garage Detached,Owner,Negotiable,82,,Wood Frame,"Carpet, Laminate Flooring","1,100",Kaley Tiede
C4257405,Huntington Hills, 420  Huntington WY NE,A,"$389,500 ",,70.235,Bi-Level,5,4,1,1,No,1972,South,12.79,,Fully Finished,2,"Single Carport, Double Garage Detached",Vacant,Negotiable,13,,Wood Frame,"Ceramic Tile, Laminate Flooring",756,Dean Petrillo
C4239662,New Brighton, 1177  NEW BRIGHTON PA SE,S,"$408,800 ","$389,500 ",149.016,2 Storey,7,3,2,1,Yes,2010,Southwest,8.7,,Unfinished,2,Double Garage Detached,Seller,Negotiable,15,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,604",Mardy Anderson
C4256457,Shawnessy, 115  SHAWINIGAN DR SW,A,"$389,424 ",,112.227,Bungalow,6,3,2,1,Yes,1990,Northwest,11.4,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,23,,Wood Frame,"Carpet, Linoleum","1,208",Mike Contini
C4258565,Hidden Valley, 36  HIDDEN PT NW,A,"$389,000 ",,94.761,2 Storey,6,3,1,1,No,1997,West,7.56,,Fully Finished,,"2 Outdoor Stalls, Rear Drive Access",Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,020",Heather D Lamb
C4257979,Castleridge, 6396  54 ST NE,A,"$389,000 ",,100.057,4 Lvl Split,6,4,2,1,Yes,1987,West,13.7,,Partly Finished,2,Double Garage Detached,Seller,Negotiable,10,,Wood Frame,"Hardwood, Laminate Flooring, Linoleum","1,077",Jenny Mayhew
C4254360,Forest Heights, 243  FOREST WY SE,A,"$389,000 ",,85.842,Bi-Level,6,4,2,0,Yes,1976,West,15,,"Fully Finished, Suite",2,Double Garage Detached,Seller,negotiable,35,,Wood Frame,"Hardwood, Laminate Flooring",924,Rajdeep Dhaliwal
C4249006,Saddle Ridge, 200  SADDLECREST BV NE,A,"$389,000 ",,126.627,2 Storey,7,3,2,1,Yes,2006,North,11.15,,"Partly Finished, Unfinished",2,Double Garage Detached,Owner,Negotiable,49,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,363",Arun Kaushal
C4248453,Monterey Park, 7198  LAGUNA WY NE,A,"$389,000 ",,130.9,2 Storey,7,4,3,1,Yes,1996,Northeast,439.65,,Fully Finished,2,"Double Garage Attached, RV Parking",Seller,Negotiable,52,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,409",Zully A Merali
C4245014,Bowness, 4632  85 ST NW,A,"$389,000 ",,84.728,Bungalow,5,4,2,0,No,1959,West,15.2,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,69,,Wood Frame,"Carpet, Linoleum",912,Kaylie Cole
C4243705,Chaparral, 78  CHAPARRAL RIDGE DR SE,A,"$389,000 ",,138.426,2 Storey,6,4,2,1,Yes,1997,South,293,1,Partly Finished,2,Double Garage Detached,Owner,Negotiable,53,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,490",Greg A Kennedy
C4247602,Harvest Hills, 481  HARVEST LAKE DR NE,S,"$389,000 ","$389,000 ",112.041,Bi-Level,5,4,3,0,Yes,1992,North,12.19,1,Fully Finished,2,"Double Garage Attached, Parking Pad Gravel",Vacant,Negotiable,14,,Wood Frame,"Ceramic Tile, Laminate Flooring, Linoleum, Wall to Wall Carpet","1,206",Nicolas Menard
C4243846,Evergreen, 18  EVEROAK GD SW,S,"$399,900 ","$389,000 ",155.798,2 Storey,7,3,2,1,Yes,2008,South,9.2,,Unfinished,1,Single Garage Attached,Vacant,Negotiable,24,,Steel Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,677",Krassi Tzenov
C4241116,Hidden Valley, 76  HIDDEN GR NW,S,"$389,900 ","$388,900 ",150.038,2 Storey,8,3,2,1,Yes,1994,East,9.79,1,Fully Finished,0,No Assigned Parking,Seller,NEGOTIABLE,12,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,615",Stephanie Campbell
C4253792,Arbour Lake, 125  Arbour Stone PL NW,A,"$388,888 ",,141.863,2 Storey,7,3,2,1,Yes,2000,East,11.5,1,Partly Finished,2,Double Garage Detached,Owner,Negotiable,5,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,527",Marlene Saunders
C4253994,Temple, 136  TEMPLETON CI NE,S,"$399,900 ","$388,500 ",111.205,4 Lvl Split,8,3,4,0,Yes,1977,West,18.69,1,Fully Finished,2,"Double Garage Detached, 220 Volt Wiring, Heated, Over Sized, Rear Drive Access, Shop",Seller,Negotiable,14,,Wood Frame,"Carpet, Ceramic Tile","1,197",Simon D Hunt
C4244516,Shawnessy, 183  SHAWNESSY DR SW,S,"$399,900 ","$388,500 ",103.68,Bungalow,6,4,2,1,No,1981,Southwest,15.49,2,Fully Finished,2,"Double Garage Detached, 220 Volt Wiring, Heated, Over Sized, Parking Pad Gravel, RV Parking",Vacant,Negotiable,41,,Wood Frame,"Carpet, Hardwood","1,116",Dave Hopkins
C4253966,Applewood Park, 129  Appleglen PL SE,A,"$388,000 ",,97.455,Bi-Level,6,3,3,0,Yes,1996,Southeast,7.19,,Fully Finished,2,"Double Garage Attached, Over Sized",Seller,Negotiable,37,,Wood Frame,"Carpet, Linoleum","1,049",Ming Hui
C4256870,Thorncliffe, 5427  Buckthorn RD NW,S,"$405,000 ","$388,000 ",81.848,Bungalow,5,4,1,0,No,1954,East,18.28,,Fully Finished,1,"Single Garage Detached, Single Indoor, Front Drive Access, RV Parking",Owner,Negotiable,16,,Wood Frame,"Carpet, Hardwood, Laminate Flooring, Linoleum",881,Carlin Travis
C4255807,Penbrooke Meadows, 6631  PENBROOKE DR SE,S,"$429,000 ","$388,000 ",100.428,Bungalow,6,5,2,0,No,1974,West,15.23,,Suite,2,"Double Garage Detached, 220 Volt Wiring, Insulated",Vacant,NONE,22,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,081",Shah Khan
C4248569,Braeside, 172  BRACEWOOD RD SW,S,"$389,000 ","$388,000 ",109.44,Bungalow,7,3,1,1,Yes,1978,West,15.23,1,Unfinished,2,"Double Garage Detached, Insulated, Over Sized",Vacant,immed /neg,13,,Wood Frame,"Carpet, Linoleum","1,178",Pat J Kriwokon
C4242774,Auburn Bay, 155  AUBURN BAY HT SE,S,"$399,999 ","$388,000 ",131.458,2 Storey,6,3,2,1,Yes,2006,East,7.64,1,Unfinished,,"Front Drive Access, Parking Pad Gravel, RV Parking",Owner,Negotiable,16,,Wood Frame,"Laminate Flooring, Wall to Wall Carpet","1,415",Uros Markovic
C4242424,Douglasdale/Glen, 104  DOUGLAS WOODS TC SE,S,"$399,900 ","$388,000 ",178.095,2 Storey,8,3,2,1,Yes,1991,South,12.38,1,Partly Finished,2,Double Garage Attached,Seller,Negotiable,42,,Wood Frame,"Ceramic Tile, Laminate Flooring, Wall to Wall Carpet","1,917",Big John Peterson
C4241361,Auburn Bay, 6  AUBURN BAY VW SE,S,"$395,000 ","$388,000 ",126.813,2 Storey,6,3,3,1,Yes,2008,South,8.67,,Fully Finished,,2 Outdoor Stalls,Seller,Negotiable,28,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,365",Michael Hassel
C4259056,Riverbend, 104  Riverbrook WY SE,A,"$387,500 ",,83.055,Bungalow,5,3,2,0,No,1986,East,10.38,,"Fully Finished, Suite",,"Front Drive Access, Over Sized",Vacant,Negotiable,3,,Wood Frame,"Carpet, Hardwood, Linoleum",894,Grady Krebs
C4248301,Whitehorn, 20  WHITEMONT PL NE,S,"$387,500 ","$387,500 ",102.193,Bungalow,7,4,2,1,Yes,1977,East,524,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,12,,Wood Frame,"Laminate Flooring, Non-Ceramic Tile","1,100",Jennifer Hooper
C4244879,Cranston, 111  CRANFORD CL SE,S,"$394,900 ","$387,500 ",133.595,2 Storey,6,4,3,1,Yes,2012,West,7.7,1,Fully Finished,,"2 Outdoor Stalls, Parking Pad Gravel, Rear Drive Access",Vacant,Negotiable,17,,Wood Frame,"Carpet, Hardwood","1,438",Caleb Reich
C4244120,Shawnessy, 138  SHANNON CI SW,S,"$399,900 ","$387,500 ",125.047,Bi-Level,6,5,3,0,Yes,1990,North,13.89,1,Fully Finished,2,Double Garage Attached,Owner,Negotiable,8,,Wood Frame,"Carpet, Laminate Flooring, Non-Ceramic Tile","1,346",Wendy Sorenson
C4243079,Monterey Park, 271  CARMEL CL NE,S,"$399,900 ","$387,500 ",136.382,2 Storey,7,5,3,1,Yes,1993,West,10,,Fully Finished,2,Double Garage Attached,Seller,NEGOTIABLE,26,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,468",Darshan Sidhu
C4248804,Pineridge, 5848  RUNDLEHORN DR NE,A,"$387,000 ",,101.079,Bungalow,5,5,2,1,No,1975,South,12.79,,"Fully Finished, Suite",,Rear Drive Access,Vacant,Negotiable,52,,Wood Frame,Vinyl Plank,"1,088",Sam Patel
C4249252,Auburn Bay, 87  AUBURN BAY CR SE,A,"$386,900 ",,93.46,Bungalow,5,4,2,1,Yes,2009,Southwest,7.36,,Fully Finished,,No Assigned Parking,Owner,Negotiable,47,,Concrete,"Carpet, Ceramic Tile, Hardwood","1,006",Samantha Mollerson
C4244208,Martindale, 273  MARTINGLEN WY NE,S,"$399,900 ","$386,500 ",161.094,4 Lvl Split,6,4,3,0,Yes,1994,Southwest,6.5,,Fully Finished,2,Double Garage Detached,Vacant,Negotiable,19,,Wood Frame,"Carpet, Ceramic Tile","1,734",Raja Muhammad Shakeel
C4242909,Woodlands, 36  Wood Crest CL SW,S,"$389,900 ","$386,500 ",130.529,Bi-Level,6,4,3,0,Yes,1979,South,14.9,1,Fully Finished,,"2 Outdoor Stalls, Front Drive Access",Seller,Neg,16,,Wood Frame,"Carpet, Hardwood","1,405",David Buhl
C4255260,Rundle, 2228  48 ST NE,S,"$393,900 ","$386,000 ",97.177,Bi-Level,6,5,2,0,No,1973,Southwest,14.6,,Fully Finished,2,Double Garage Detached,Owner,negotiable,22,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,046",Khaled El Rafih
C4245782,Martindale, 70  MARTHA'S HAVEN PL NE,S,"$399,900 ","$386,000 ",137.032,2 Sty Split,7,4,2,1,No,1999,West,13.3,,Fully Finished,2,"Double Garage Detached, 220 Volt Wiring, Insulated, Over Sized, Rear Drive Access",Seller,Negotiable,11,,Wood Frame,"Carpet, Laminate Flooring, Linoleum","1,475",Jim R Anderson
C4242212,Silverado, 128  SILVERADO WY SW,S,"$405,000 ","$386,000 ",151.804,2 Storey,6,5,3,1,Yes,2007,South,9.08,,Fully Finished,,Double Carport,Owner,Negotiable,43,,Wood Frame,"Carpet, Laminate Flooring","1,634",Yousef Sheikhi Garjan
C4243167,Erin Woods, 766  ERIN WOODS DR SE,A,"$385,900 ",,136.382,4 Lvl Split,6,3,2,0,No,1991,South,7.5,,Fully Finished,,Stall,Owner,30 days,81,,Wood Frame,"Ceramic Tile, Laminate Flooring","1,468",Hung Ly
C4241106,Acadia, 9820  AUBURN RD SE,A,"$385,900 ",,96.062,Bungalow,4,3,2,0,No,1964,West,14.89,,Fully Finished,1,"Single Garage Detached, Front Drive Access, Parking Pad Gravel, RV Parking",Seller,Negotiable,93,,Wood Frame,"Carpet, Hardwood","1,034",Nick A Slezinski
C4242819,Citadel, 35  CITADEL ACRES CL NW,S,"$385,000 ","$385,500 ",129.321,2 Storey,7,3,2,1,Yes,2000,Northeast,9.8,,Unfinished,,"Parking Pad Gravel, Rear Drive Access, RV Parking",Seller,30 day min,29,,Wood Frame,"Carpet, Vinyl Plank","1,392",Tonya Vanderkooy
C4258404,Coventry Hills, 78  COVILLE SQ NE,A,"$385,000 ",,111.855,2 Storey,6,3,2,1,No,2001,Southeast,8.99,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,6,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Vinyl Plank","1,204",Justin Havre
C4256824,Deer Ridge, 535  Deerpath CO SE,A,"$385,000 ",,105.073,Bi-Level,5,5,1,1,No,1989,Southwest,8.75,,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,NEGOTIABLE,18,,Wood Frame,"Carpet, Linoleum","1,131",Dorothea Sautter
C4254412,Castleridge, #7   CASTLE BROOK WY NE,A,"$385,000 ",,103.215,2 Storey,9,4,2,1,No,1981,North,302,,"Fully Finished, Suite",2,Double Garage Detached,Seller,,33,,Wood Frame,"Carpet, Linoleum","1,111",Mut K Kang
C4254367,Auburn Bay, 53  AUBURN BAY GR SE,A,"$385,000 ",,142.235,2 Storey,6,3,2,1,Yes,2009,Southwest,8.23,1,Fully Finished,,"2 Outdoor Stalls, Parking Pad Gravel, Rear Drive Access",Seller,Negotiable,32,,Wood Frame,"Carpet, Hardwood","1,531",Sarah Walczak
C4254027,Somerset, 70  SOMERGLEN CR SW,A,"$385,000 ",,115.386,3 Lvl Split,6,3,2,0,Yes,1997,Southeast,11.6,1,Partly Finished,2,Double Garage Attached,Tenant Rights,Negotiable,34,,Wood Frame,Vinyl Plank,"1,242",Alexandra Sell
C4249417,Shawnessy, 16249  SHAWBROOKE DR SW,A,"$385,000 ",,110.183,Bi-Level,7,4,3,0,Yes,1991,East,11,1,Fully Finished,2,"Double Garage Detached, Heated, Over Sized",Seller,Negotiable,42,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,186",Marnie Campbell
C4257411,New Brighton, 61  NEW BRIGHTON HT SE,S,"$387,900 ","$385,000 ",148.552,2 Storey,6,3,2,1,Yes,2010,South,7.99,1,Partly Finished,,"Front and Rear Drive Access, Parking Pad Gravel",Seller,Neogtiable,11,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,599",Arshad Rashed
C4248270,Ranchlands,   216 Ranchview Place NW NW,S,"$399,000 ","$385,000 ",101.079,4 Lvl Split,6,4,2,1,Yes,1978,Northeast,10.45,1,Fully Finished,,Parking Pad Gravel,Owner,negotiable,18,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","1,088",Vaughan Mealey
C4248150,Taradale, 47  TARALEA GD NE,S,"$396,900 ","$385,000 ",130.157,2 Storey,6,4,3,1,Yes,2002,North,9.19,,Fully Finished,2,"Double Garage Detached, Front and Rear Drive Access",Seller,NEGOTIABLE,14,,Wood Frame,"Carpet, Laminate Flooring","1,401",Harman Singh Rai
C4248084,Fairview, 67  FERNCLIFF CR SE,S,"$379,800 ","$385,000 ",81.011,Bungalow,6,3,1,0,No,1959,East,15.2,1,Fully Finished,,No Assigned Parking,Seller,negotiable,10,,Wood Frame,"Ceramic Tile, Hardwood",872,Joy Peacock
C4247588,New Brighton, 122  NEW BRIGHTON CI SE,S,"$389,000 ","$385,000 ",132.851,2 Storey,7,3,2,1,Yes,2002,East,10.39,1,Partly Finished,2,Double Garage Attached,Vacant,immediate,21,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","1,430",Tarryn Hamilton
C4245450,Coventry Hills, 285  COVEWOOD CI NE,S,"$395,000 ","$385,000 ",151.06,2 Storey,8,3,2,1,Yes,2002,West,9.8,,Unfinished,2,"Double Garage Attached, Front Drive Access",Vacant,immediate,48,,Wood Frame,"Carpet, Laminate Flooring","1,626",Eric Mortimer
C4244672,Cranston, 1073  CRANSTON DR SE,S,"$399,900 ","$385,000 ",152.733,2 Storey,8,3,2,1,Yes,2001,North,10.99,1,Unfinished,2,Double Garage Attached,Seller,Negotiable,62,,Wood Frame,"Carpet, Hardwood","1,644",Carmen Paradis
C4242375,Cranston, 152  CRAMOND CR SE,S,"$400,000 ","$385,000 ",126.255,2 Storey,6,4,2,1,Yes,2001,North,9.18,1,Fully Finished,2,"Double Garage Detached, Insulated, Heated, Over Sized",Seller,Negotiable,27,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,359",Jodi L Brilling
